#{"t_start": 1639731388.0866508, "env_id": null}
r,l,t
0.360618,1001,8.141914
-0.722531,866,14.950132
0.10744,162,16.425529
0.634863,1001,24.3164
-1.187663,24,24.833953
-0.994538,521,28.938872
-1.752583,1001,38.719932
2.580179,1001,46.461549
-0.589895,1001,55.67666
-1.054461,899,64.859405
-1.255561,145,66.584103
-0.385087,435,70.58851
-2.929519,1001,83.300122
0.328728,1001,94.965599
0.273696,1001,106.701315
-0.207093,564,113.303337
5.011134,1001,126.922908
0.705419,667,135.830369
0.102378,1001,147.475689
3.352833,1001,159.005028
6.952434,1001,170.311552
1.789657,511,177.760757
-0.049204,391,182.426551
0.355054,568,188.96922
-0.201858,226,191.782402
-1.194407,21,192.476686
3.898463,784,201.526612
3.502794,937,212.294947
1.638815,1001,225.535954
2.840253,742,233.484597
-0.161443,602,239.465074
3.765728,1001,249.197259
1.459161,358,252.888303
4.537231,1001,263.502647
-1.202942,23,264.298814
-0.15824,369,271.437436
-1.161096,21,272.214507
0.698501,470,278.486648
8.980753,1001,291.88877
9.424032,1001,304.19875
6.065016,1001,314.3318
7.790886,969,323.815923
3.162644,504,328.35731
6.241259,1001,337.164034
3.835385,1001,346.537148
9.096661,1001,357.300706
-0.200826,159,359.104059
5.766987,499,364.355577
6.932008,1001,373.379904
12.167356,954,382.018314
1.18146,219,384.497129
2.782396,464,389.104979
5.024334,495,394.372675
8.413645,932,407.479969
9.571645,1001,418.068116
5.879357,562,425.238508
7.707174,855,435.512716
10.528714,1001,448.399025
11.126151,1001,461.182667
12.71401,1001,471.2303
11.299416,874,479.942139
0.030867,90,481.239992
7.76527,787,490.644814
17.126852,1001,503.879754
2.642192,333,507.717683
6.311901,421,512.005437
6.389207,665,519.218905
1.229652,192,521.586406
6.372659,503,527.627836
3.602937,440,533.729782
0.318116,118,535.3567
0.170032,113,536.913267
12.619716,796,548.208884
5.774179,514,555.108939
7.005019,503,561.376575
12.976958,1001,572.677764
4.337886,420,576.877851
18.704102,1001,589.055007
0.926663,153,590.887934
18.58969,991,602.819479
18.428821,1001,614.556954
16.520551,1001,626.735578
17.608672,1001,639.347044
2.764863,221,642.064113
5.87668,418,648.613816
12.802591,818,659.213786
11.299206,754,668.615259
5.144728,360,673.362814
19.499929,1001,682.932657
4.972889,381,686.818228
9.72144,583,692.410425
2.65766,217,695.940806
4.496197,414,699.644076
6.219051,377,703.088167
2.226546,208,705.107272
22.418064,1001,714.062298
16.627851,1001,722.84926
19.06474,1001,733.075477
19.723381,1001,742.323429
13.273955,769,749.265393
7.253996,486,753.956142
20.982859,1001,763.359168
6.590812,414,767.373312
4.41555,297,770.41327
9.754337,546,777.089821
22.46238,1001,786.716233
20.584745,1001,796.142206
17.103846,1001,805.090947
12.576624,638,811.701655
19.414628,1001,820.213497
19.928054,1001,828.890046
2.522639,198,830.880485
1.082032,125,832.193855
19.35425,1001,840.662233
20.70528,1001,850.617481
22.620372,1001,859.61628
5.991715,362,863.169207
24.6172,1001,871.834191
23.856883,1001,880.286706
24.380521,1001,890.29115
23.045106,1001,898.965403
23.32369,1001,907.846017
23.239907,1001,916.52173
23.514475,1001,927.001104
24.287433,1001,936.070172
24.090886,1001,945.329976
23.327884,1001,954.260266
25.209262,1001,964.047254
26.060276,1001,972.736758
17.247041,699,978.85464
23.141016,1001,988.350718
23.678128,1001,999.291066
23.22615,1001,1014.143474
22.81081,883,1024.139354
26.376034,1001,1033.275759
25.333744,1001,1042.284051
25.64984,1001,1052.601722
26.015168,1001,1061.998472
24.932224,1001,1070.980609
19.323287,746,1077.645331
26.547657,1001,1087.893945
24.856213,1001,1096.882339
25.819783,1001,1105.879806
26.161743,1001,1114.961751
25.015646,1001,1125.132149
26.360906,1001,1134.355083
26.568017,1001,1143.794251
25.820007,1001,1153.08035
12.608981,570,1158.677185
24.543607,1001,1169.550721
25.710951,1001,1179.782856
26.330145,1001,1191.320272
25.734418,1001,1201.166194
26.179822,1001,1212.034998
25.193766,1001,1221.107084
26.395726,1001,1230.47749
26.558568,1001,1239.613024
26.294187,1001,1250.160901
26.589613,1001,1259.495028
26.387774,1001,1268.948837
25.474565,1001,1278.254488
5.288354,284,1281.105381
26.522432,1001,1291.217819
26.095793,1001,1300.50394
25.890547,1001,1309.694759
26.742973,1001,1318.60439
26.545046,1001,1328.933702
26.461247,1001,1338.073415
26.102589,1001,1347.567047
15.265444,601,1353.36157
26.54178,1001,1363.650285
26.753766,1001,1372.592523
26.720775,1001,1381.561165
26.721392,1001,1390.809564
26.320997,1001,1403.582164
26.380895,1001,1416.369883
26.412734,1001,1426.129412
26.453564,1001,1435.510273
26.701585,1001,1445.640904
26.775252,1001,1454.462734
26.097046,1001,1462.863741
26.655617,1001,1471.149552
26.938559,1001,1480.144167
26.168223,1001,1495.083303
26.652439,1001,1506.738184
10.343726,492,1511.049701
8.210605,378,1515.188397
26.690772,1001,1525.467074
26.452443,1001,1536.150564
26.417609,1001,1548.460925
25.867232,1001,1558.874763
27.09241,1001,1568.15197
26.460087,1001,1579.540473
23.350405,1001,1589.426092
26.328791,1001,1598.470281
