#{"t_start": 1641218361.1971717, "env_id": null}
r,l,t
-8.275331,947,16.057282
-2.256512,124,19.176377
-5.518784,522,27.163447
-3.78819,1001,44.126858
-7.158054,1001,60.575228
-14.111907,1001,77.20143
-6.863894,1001,95.902949
-4.632367,579,107.579145
-6.954471,1001,128.199879
-5.056143,1001,146.796022
-13.88606,875,166.897405
-2.910167,1001,189.713229
-2.39806,80,191.849925
-2.49991,109,195.116405
-3.684523,1001,214.546688
-3.412111,473,224.448652
-3.494242,154,227.752659
-5.703481,1001,248.619427
-4.893386,775,264.72847
-5.669484,1001,284.880612
-2.804109,1001,305.589576
0.191278,1001,326.191844
-1.090108,381,333.794881
-1.649855,381,342.349593
-1.415702,653,355.322886
0.414836,574,368.274948
-2.522565,232,372.877032
1.624421,1001,393.729999
-1.449158,1001,415.643152
-2.068016,1001,436.763054
0.335586,1001,457.897722
4.665838,873,476.811518
3.453697,1001,498.925065
-0.315491,1001,520.827195
3.723043,1001,542.662156
5.428886,1001,564.63337
4.865463,1001,586.434497
4.740616,1001,608.333476
8.1301,1001,631.810589
0.461093,814,649.413468
3.116276,608,663.429843
2.286488,1001,686.178473
3.679832,680,702.527242
-1.065289,677,717.237348
-0.646999,410,727.5652
9.544589,1001,750.264978
9.297252,1001,773.805593
6.30677,1001,797.56524
10.46799,1001,821.852937
0.242633,300,828.805314
6.750599,540,841.798067
2.534349,276,849.901672
0.686969,168,854.168056
6.230109,1001,878.532688
5.551816,432,889.141055
20.022573,1001,913.674592
0.06362,162,917.860513
11.859801,1001,942.055417
-0.376868,109,945.080846
3.911316,433,956.442423
4.266364,361,964.985845
-0.809948,106,967.970466
4.5769,424,979.826953
14.308304,701,996.814161
10.639511,664,1014.352327
-0.614773,426,1023.979403
5.48938,429,1035.96219
1.776404,396,1046.028234
19.08011,1001,1071.165515
12.796135,591,1086.990761
3.109217,442,1097.559006
14.836439,779,1117.879636
18.286869,1001,1143.06521
14.62747,686,1160.717885
17.042921,887,1183.822987
11.543711,539,1197.136651
9.728522,1001,1222.95473
19.528791,1001,1248.882566
18.503478,1001,1274.413199
13.715163,696,1292.347975
8.767053,642,1308.178827
14.965144,811,1329.574259
3.906832,321,1337.771353
9.765789,524,1351.70743
16.740987,854,1374.183028
20.780472,1001,1400.844444
20.863995,1001,1427.53297
19.361884,956,1452.917807
18.116996,891,1476.238239
17.85042,873,1500.130977
11.244165,498,1513.762724
20.805533,1001,1544.161368
2.032756,224,1550.911034
17.886313,848,1577.729446
20.541449,1001,1610.742935
14.203684,664,1631.650985
20.862697,1001,1665.58589
0.758371,160,1672.455842
0.701733,204,1679.145292
20.096255,1001,1711.758068
5.320585,409,1725.203983
9.952898,428,1740.314785
20.694523,1001,1772.109939
18.726837,887,1805.65278
20.816968,1001,1839.088667
20.523774,1001,1870.61553
20.434692,1001,1903.832846
20.14094,1001,1934.790067
20.930168,1001,1967.931183
13.695655,626,1988.591283
20.781414,996,2022.338545
20.524345,1001,2056.375295
20.758855,1001,2086.550009
20.808664,1001,2116.658751
15.72831,736,2139.330609
20.65058,1001,2171.9362
20.53738,1001,2205.571303
20.874169,1001,2236.858571
20.792773,1001,2267.02751
18.707278,884,2293.408674
20.895614,1001,2323.55849
20.884277,1001,2353.895119
0.279056,131,2358.238345
18.264152,876,2385.216799
20.854424,1001,2415.585796
15.954288,746,2438.64281
20.791371,1001,2470.213876
20.93614,1001,2501.05289
20.592306,1001,2532.188181
20.88224,1001,2563.883807
20.991153,1001,2595.652522
20.919816,1001,2627.394658
20.819232,1001,2658.920065
20.861634,1001,2690.816736
20.959488,1001,2722.46007
20.943414,1001,2755.045517
20.949679,1001,2787.632868
20.884987,1001,2820.52764
20.948239,1001,2852.930594
16.19482,775,2877.570316
21.007049,1001,2910.241632
14.360026,659,2932.73925
20.920481,1001,2966.004514
20.963376,1001,2999.522415
10.424811,449,3013.891015
16.053481,744,3041.987137
20.980705,1001,3075.646833
20.907499,1001,3111.836025
20.912083,1001,3145.616343
20.994173,1001,3178.772564
21.056559,1001,3210.959855
20.863808,1001,3244.311477
21.030806,1001,3278.405046
21.046169,1001,3312.772853
21.049344,1001,3346.863775
20.991606,1001,3380.90579
20.984711,1001,3415.270887
21.07147,1001,3449.958778
20.971707,1001,3484.915286
21.001412,1001,3519.289927
20.928583,1001,3553.802756
21.068118,1001,3588.266634
21.012917,1001,3623.295733
21.097462,1001,3658.395315
20.955994,1001,3693.443523
21.065062,1001,3728.975567
21.05612,1001,3764.316071
21.117603,1001,3799.528951
21.118467,1001,3835.093565
21.095622,1001,3870.850022
21.15963,1001,3906.863692
21.105538,1001,3942.664747
21.096347,1001,3978.508154
4.59502,351,3990.927057
21.085643,1001,4027.597699
21.061042,1001,4063.912206
21.06017,1001,4100.630372
21.114778,1001,4136.919869
21.143302,1001,4173.925928
