#{"t_start": 1639702244.99566, "env_id": null}
r,l,t
17.357452,1001,1452.171777
19.725717,1001,1461.146417
4.86831,371,1464.282184
8.14748,564,1468.944398
11.41055,691,1474.604664
18.517202,1001,1482.806956
17.841502,1001,1490.95387
17.416293,1001,1500.016184
19.345316,1001,1508.197836
2.184996,203,1510.093595
20.485842,1001,1518.144425
7.634411,479,1522.167108
-0.690878,130,1523.461523
8.804988,506,1527.693649
22.412931,1001,1536.896333
4.277491,351,1539.937779
23.015038,1001,1548.123708
2.89198,237,1550.264463
0.045337,122,1551.507948
23.313065,1001,1559.68117
10.249446,556,1565.365889
19.712437,1001,1573.58524
21.067586,1001,1581.800725
21.385871,1001,1589.912573
22.129983,1001,1599.017041
20.454467,1001,1607.230584
19.755048,1001,1615.26679
20.623958,1001,1623.352159
22.378418,1001,1631.463065
23.161997,1001,1640.565166
25.201052,1001,1648.609988
13.17145,703,1654.352046
1.311679,142,1655.728426
18.947796,860,1662.794393
25.134636,1001,1671.764879
24.747091,1001,1679.906194
19.243591,1001,1687.917314
21.267925,1001,1695.982868
21.954229,1001,1704.945256
24.815783,1001,1713.03206
22.320019,1001,1721.076769
7.727137,396,1724.4073
26.042003,1001,1732.335931
24.932597,1001,1741.510958
1.840928,217,1743.499425
24.620256,1001,1751.681334
23.275093,1001,1759.779035
22.052116,1001,1768.02819
26.647367,1001,1777.122565
12.234249,609,1782.232316
10.470999,552,1786.935293
25.097104,1001,1795.100326
25.792744,1001,1803.183639
28.721858,1001,1812.269505
27.6107,1001,1820.408501
24.501132,1001,1828.547173
25.739942,1001,1836.728851
24.639206,844,1844.758216
24.767017,1001,1852.963204
27.372183,1001,1861.189919
31.029957,1001,1869.471008
27.451482,1001,1878.550137
13.812329,583,1883.337027
12.594532,555,1887.913979
24.777809,1001,1896.019364
12.728886,559,1900.671127
28.692684,1001,1909.713529
29.844674,1001,1917.814722
16.223512,622,1923.005154
28.032283,1001,1931.084353
25.50355,1001,1939.141701
29.885369,1001,1948.186406
32.523665,1001,1956.216647
27.860191,1001,1964.186214
30.661248,1001,1972.371993
8.414979,345,1976.27796
8.47146,418,1979.908284
31.61485,1001,1987.876374
13.233272,538,1992.328886
28.582379,1001,2000.430351
29.890511,1001,2008.370066
32.13585,1001,2017.502929
25.888857,829,2024.289948
28.962425,887,2031.474926
29.5305,1001,2039.520055
