#{"t_start": 1641218360.8412464, "env_id": null}
r,l,t
21.286302,1001,5890.271656
21.323403,1001,5931.185229
21.215845,1001,5972.846938
21.309625,1001,6015.023591
21.226136,1001,6057.274173
21.331756,1001,6099.388078
21.367713,1001,6141.418129
21.296203,1001,6184.236444
21.349986,1001,6226.322893
21.355617,1001,6268.373309
21.348099,1001,6310.519434
21.363533,1001,6352.115107
21.349417,1001,6394.532261
21.364448,1001,6436.921741
21.403576,1001,6479.402476
21.354193,1001,6522.294074
21.342988,1001,6565.133051
21.35278,1001,6608.245335
5.413639,388,6624.671503
21.397474,1001,6667.50161
21.359836,1001,6710.557114
21.386436,1001,6753.568115
21.365706,1001,6796.39113
21.305498,1001,6839.492841
21.358023,1001,6883.120249
21.361658,1001,6927.176102
21.389804,1001,6970.909397
21.332035,1001,7014.805193
21.382445,1001,7058.609131
21.433132,1001,7102.680594
21.371768,1001,7145.876706
21.389414,1001,7189.579093
21.388255,1001,7233.432742
21.418824,1001,7280.151498
21.414892,1001,7325.481273
21.344759,1001,7370.11604
21.339718,1001,7417.590062
21.410167,1001,7462.78774
21.463928,1001,7507.978924
21.389203,1001,7553.138143
21.422357,1001,7598.181184
21.378866,1001,7644.38601
21.431514,1001,7689.977332
21.448871,1001,7736.275578
21.394432,1001,7782.401359
21.417997,1001,7827.468455
21.450304,1001,7872.954107
21.407842,1001,7918.106422
21.448998,1001,7963.480644
21.444302,1001,8009.205775
21.422636,1001,8055.369949
21.465747,1001,8101.325493
21.468732,1001,8147.800262
21.49626,1001,8194.398411
21.490336,1001,8240.271968
21.439099,1001,8286.320518
21.477273,1001,8331.716101
21.448986,1001,8375.929207
21.522316,1001,8422.358279
21.486704,1001,8468.970529
21.49346,1001,8514.986007
21.449195,1001,8560.278662
21.485241,1001,8607.627186
